HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id_0,Input.url_0,Input.label_0,Input.id_1,Input.url_1,Input.label_1,Input.id_2,Input.url_2,Input.label_2,Input.id_3,Input.url_3,Input.label_3,Input.id_4,Input.url_4,Input.label_4,Input.id_5,Input.url_5,Input.label_5,Input.id_6,Input.url_6,Input.label_6,Input.id_7,Input.url_7,Input.label_7,Input.id_8,Input.url_8,Input.label_8,Input.id_9,Input.url_9,Input.label_9,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,complete-time-5,complete-time-6,complete-time-7,complete-time-8,complete-time-9,load-time,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,Answer.label_5,Answer.label_6,Answer.label_7,Answer.label_8,Answer.label_9,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,is-correct_5,is-correct_6,is-correct_7,is-correct_8,is-correct_9,total-correct
32CXT5U14G3N5LQV5YOHE4BUUU9U88,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:07+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:07+00:00,,,37QW5D2ZRGMACSWL6VYINNPT8NUS8O,A1MEEY4M9GP8BX,Submitted,2021-01-12T18:52:40+00:00,2021-01-12T18:53:37+00:00,2021-01-19T18:53:37+00:00,,,,57,0% (0/0),0% (0/0),0% (0/0),434423,http://farm5.staticflickr.com/4017/4217790047_8ed27c66de_z.jpg,Chair,60519,http://farm5.staticflickr.com/4089/5030895457_de598058f4_z.jpg,Chair,11661,http://farm4.staticflickr.com/3485/3458463398_49c273d09c_z.jpg,Chair,313341,http://farm3.staticflickr.com/2803/4521363757_59db8293a4_z.jpg,Chair,407614,http://farm8.staticflickr.com/7117/7021221373_859b06a624_z.jpg,Chair,386332,http://farm6.staticflickr.com/5041/5341427822_ec04e03630_z.jpg,Chair,98672,http://farm5.staticflickr.com/4063/4432829860_aa78e42216_z.jpg,Chair,292597,http://farm9.staticflickr.com/8079/8343786547_8ced3fdc16_z.jpg,Chair,410182,http://farm3.staticflickr.com/2866/9458494321_bc39727033_z.jpg,NoChair,26768,http://farm5.staticflickr.com/4092/5122221295_b569997477_z.jpg,Chair,,,2021-01-12T18:53:24.141Z,2021-01-12T18:52:59.379Z,2021-01-12T18:53:20.157Z,2021-01-12T18:53:34.831Z,2021-01-12T18:53:28.262Z,2021-01-12T18:53:09.772Z,2021-01-12T18:52:55.715Z,2021-01-12T18:53:16.781Z,2021-01-12T18:53:04.748Z,2021-01-12T18:53:13.997Z,2021-01-12T18:52:39.991Z,2021-01-12T18:52:45.841Z,Win32,en-US,Tue Jan 12 2021 13:52:39 GMT-0500 (Eastern Standard Time),2021-01-12T18:53:34.831Z,Chair,NoChair,Chair,Chair,NoChair,NoChair,Chair,Chair,NoChair,NoChair,1,0,1,1,0,0,1,1,1,0,6
3QI9WAYOGQBKMUF3NEWJFPXF32YS64,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:07+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:07+00:00,,,3SBEHTYCWN30XKK7EN2YIY78S4VYIG,A9HQ3E0F2AGVO,Submitted,2021-01-12T18:55:24+00:00,2021-01-12T18:56:54+00:00,2021-01-19T18:56:54+00:00,,,,90,0% (0/0),0% (0/0),0% (0/0),404678,http://farm8.staticflickr.com/7294/9476256893_e29fc2e5f1_z.jpg,Chair,153749,http://farm5.staticflickr.com/4104/4982546734_0025bf6628_z.jpg,Chair,246589,http://farm4.staticflickr.com/3578/5825612310_b54ae494f0_z.jpg,NoChair,33995,http://farm7.staticflickr.com/6035/6380113583_b70e73396d_z.jpg,NoChair,241668,http://farm9.staticflickr.com/8040/7986877776_79afc50f42_z.jpg,Chair,247487,http://farm7.staticflickr.com/6128/5983913642_ab8aba28a9_z.jpg,NoChair,256504,http://farm4.staticflickr.com/3112/3184738513_5a30193483_z.jpg,NoChair,73824,http://farm8.staticflickr.com/7257/7685844838_12f49e8d96_z.jpg,NoChair,215376,http://farm4.staticflickr.com/3451/3356174213_c9c7debc2f_z.jpg,NoChair,431197,http://farm6.staticflickr.com/5120/7179837428_66df8a06f2_z.jpg,NoChair,,,2021-01-12T18:56:43.787Z,2021-01-12T18:56:50.618Z,2021-01-12T18:56:36.886Z,2021-01-12T18:56:46.563Z,2021-01-12T18:56:52.481Z,2021-01-12T18:56:40.770Z,2021-01-12T18:56:39.760Z,2021-01-12T18:56:48.307Z,2021-01-12T18:56:45.538Z,2021-01-12T18:56:34.966Z,2021-01-12T18:55:27.179Z,2021-01-12T18:56:32.770Z,Win32,en-US,Tue Jan 12 2021 12:55:27 GMT-0600 (Central Standard Time),2021-01-12T18:56:52.481Z,Chair,NoChair,NoChair,NoChair,NoChair,NoChair,NoChair,NoChair,NoChair,NoChair,1,0,1,1,0,1,1,1,1,1,8
3W31J70BASWBESBWSW0KA3YFIUWKC7,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:07+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:07+00:00,,,3R2UR8A0IAGLT1507MT1JHWL270OXV,A9HQ3E0F2AGVO,Submitted,2021-01-12T18:51:41+00:00,2021-01-12T18:52:43+00:00,2021-01-19T18:52:43+00:00,,,,62,0% (0/0),0% (0/0),0% (0/0),224734,http://farm9.staticflickr.com/8494/8294516819_48ee4d9bfc_z.jpg,Chair,373120,http://farm9.staticflickr.com/8373/8445821827_4d113946b8_z.jpg,Chair,256155,http://farm4.staticflickr.com/3574/3440884940_06bb38f194_z.jpg,Chair,295409,http://farm1.staticflickr.com/152/409554337_65f5d03b74_z.jpg,NoChair,35712,http://farm4.staticflickr.com/3217/3052765624_eb8feea3fb_z.jpg,NoChair,526987,http://farm4.staticflickr.com/3716/9973746523_54c81e0e98_z.jpg,Chair,553812,http://farm1.staticflickr.com/96/231717137_fed506c185_z.jpg,Chair,169322,http://farm9.staticflickr.com/8111/8603934948_2f54435e3d_z.jpg,Chair,48417,http://farm8.staticflickr.com/7051/6806530852_a1fd1d8f72_z.jpg,Chair,524957,http://farm4.staticflickr.com/3818/9117530652_bf7b12e82c_z.jpg,NoChair,,,2021-01-12T18:52:32.819Z,2021-01-12T18:52:27.251Z,2021-01-12T18:52:42.865Z,2021-01-12T18:52:28.843Z,2021-01-12T18:52:39.725Z,2021-01-12T18:52:24.257Z,2021-01-12T18:52:22.456Z,2021-01-12T18:52:38.067Z,2021-01-12T18:52:30.613Z,2021-01-12T18:52:34.668Z,2021-01-12T18:51:44.461Z,2021-01-12T18:52:17.724Z,Win32,en-US,Tue Jan 12 2021 12:51:44 GMT-0600 (Central Standard Time),2021-01-12T18:52:42.865Z,Chair,NoChair,Chair,NoChair,NoChair,NoChair,Chair,Chair,NoChair,NoChair,1,0,1,1,1,0,1,1,0,1,7
3BO3NEOQM0HWFIOA8FJHRSTEQNMIAS,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,3KRVW3HTZNLPXHYP0W81S5QOSSJMS6,A2287HLNN9EZ56,Submitted,2021-01-12T18:52:49+00:00,2021-01-12T18:54:05+00:00,2021-01-19T18:54:05+00:00,,,,76,0% (0/0),0% (0/0),0% (0/0),476939,http://farm5.staticflickr.com/4126/5016173096_85afca3c43_z.jpg,NoChair,131879,http://farm3.staticflickr.com/2637/3849624673_1a99e17cc1_z.jpg,Chair,295154,http://farm4.staticflickr.com/3331/3495107278_40476ab2f3_z.jpg,Chair,100836,http://farm7.staticflickr.com/6194/6104345464_189a0850fb_z.jpg,NoChair,549784,http://farm4.staticflickr.com/3528/3739637229_0f5842b3b1_z.jpg,NoChair,72646,http://farm8.staticflickr.com/7083/7324155288_5a3796951b_z.jpg,Chair,115378,http://farm9.staticflickr.com/8146/7595562232_27f98a095c_z.jpg,NoChair,31135,http://farm3.staticflickr.com/2826/9809248784_4869ac3d46_z.jpg,Chair,75754,http://farm3.staticflickr.com/2559/4104424083_8d51a97906_z.jpg,Chair,97598,http://farm1.staticflickr.com/220/473076452_fd5425890e_z.jpg,NoChair,,,2021-01-12T18:53:19.387Z,2021-01-12T18:53:11.471Z,2021-01-12T18:54:04.197Z,2021-01-12T18:53:22.703Z,2021-01-12T18:53:16.225Z,2021-01-12T18:53:36.328Z,2021-01-12T18:53:28.211Z,2021-01-12T18:53:43.530Z,2021-01-12T18:53:33.043Z,2021-01-12T18:53:07.512Z,2021-01-12T18:52:50.064Z,2021-01-12T18:53:01.506Z,Win32,en-US,Tue Jan 12 2021 11:52:50 GMT-0700 (Mountain Standard Time),2021-01-12T18:54:04.197Z,NoChair,Chair,Chair,NoChair,NoChair,Chair,NoChair,NoChair,NoChair,NoChair,1,1,1,1,1,1,1,0,0,1,8
3BC9H1KCYUCFCV6ID21CV5KT8PNWYN,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,3LOZAJ85YDD7MUGVKOV4C4TI124X2Y,A9HQ3E0F2AGVO,Submitted,2021-01-12T18:53:07+00:00,2021-01-12T18:54:27+00:00,2021-01-19T18:54:27+00:00,,,,80,0% (0/0),0% (0/0),0% (0/0),206662,http://farm4.staticflickr.com/3391/3216699017_55434859a2_z.jpg,Chair,550853,http://farm1.staticflickr.com/96/264137802_7ab2d9b943_z.jpg,NoChair,262119,http://farm4.staticflickr.com/3215/2414947236_c9401ba118_z.jpg,NoChair,334746,http://farm6.staticflickr.com/5204/5379027056_a391c2a1e2_z.jpg,Chair,367489,http://farm4.staticflickr.com/3303/4568200863_b96223da84_z.jpg,Chair,220531,http://farm3.staticflickr.com/2146/5814717462_2a83f36b49_z.jpg,NoChair,364725,http://farm9.staticflickr.com/8345/8181259661_a3c5c5e954_z.jpg,NoChair,423720,http://farm4.staticflickr.com/3765/8967626830_c0379284e8_z.jpg,NoChair,543155,http://farm1.staticflickr.com/21/31114848_268ac67eb9_z.jpg,Chair,574094,http://farm4.staticflickr.com/3055/3054230926_b8b2b284c1_z.jpg,NoChair,,,2021-01-12T18:54:15.356Z,2021-01-12T18:54:22.584Z,2021-01-12T18:54:09.366Z,2021-01-12T18:54:13.959Z,2021-01-12T18:54:20.457Z,2021-01-12T18:54:10.450Z,2021-01-12T18:54:25.102Z,2021-01-12T18:54:23.896Z,2021-01-12T18:54:26.387Z,2021-01-12T18:54:17.184Z,2021-01-12T18:53:08.688Z,2021-01-12T18:54:07.406Z,Win32,en-US,Tue Jan 12 2021 12:53:08 GMT-0600 (Central Standard Time),2021-01-12T18:54:26.387Z,Chair,NoChair,NoChair,Chair,Chair,NoChair,NoChair,NoChair,NoChair,NoChair,1,1,1,1,1,1,1,1,0,1,9
3OJX0UFJ0Z7NJQ95AQUVE065E0RU9X,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,33CID57104T17IVPA56LKK3N07W3LV,AWDH0OEW6ISZ2,Submitted,2021-01-12T19:02:33+00:00,2021-01-12T19:04:07+00:00,2021-01-19T19:04:07+00:00,,,,94,0% (0/0),0% (0/0),0% (0/0),212963,http://farm5.staticflickr.com/4112/4834332989_5a56eebe17_z.jpg,Chair,422654,http://farm6.staticflickr.com/5046/5199916268_44b2bec016_z.jpg,Chair,337579,http://farm3.staticflickr.com/2489/4147289605_07a7da8a0b_z.jpg,NoChair,460862,http://farm9.staticflickr.com/8335/8076783185_1a82c16838_z.jpg,Chair,308576,http://farm4.staticflickr.com/3289/3120642315_ac08ace8eb_z.jpg,NoChair,312433,http://farm3.staticflickr.com/2457/4070556925_e759b20a1b_z.jpg,NoChair,268068,http://farm4.staticflickr.com/3719/9523769127_131af089be_z.jpg,Chair,141496,http://farm5.staticflickr.com/4025/4704168091_3d808c75e5_z.jpg,NoChair,90862,http://farm5.staticflickr.com/4050/5160728143_ee48f72404_z.jpg,Chair,235651,http://farm5.staticflickr.com/4139/5221535585_a508938486_z.jpg,Chair,,,2021-01-12T19:03:15.536Z,2021-01-12T19:03:21.838Z,2021-01-12T19:03:56.238Z,2021-01-12T19:03:29.838Z,2021-01-12T19:03:36.576Z,2021-01-12T19:03:40.319Z,2021-01-12T19:03:51.018Z,2021-01-12T19:03:44.877Z,2021-01-12T19:03:11.058Z,2021-01-12T19:04:04.938Z,2021-01-12T19:02:57.010Z,2021-01-12T19:03:06.168Z,Win32,en-US,Tue Jan 12 2021 11:02:57 GMT-0800 (Pacific Standard Time),2021-01-12T19:04:04.938Z,NoChair,Chair,NoChair,NoChair,NoChair,NoChair,NoChair,NoChair,Chair,Chair,0,1,1,0,1,1,0,1,1,1,7
3BVS8WK9Q0V1YST2ETJDM3DK857IBN,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,3MAOD8E57QA3BG5O67TO4SWGCXVNXF,A150I3LBO2R6E2,Submitted,2021-01-12T18:49:35+00:00,2021-01-12T18:50:06+00:00,2021-01-19T18:50:06+00:00,,,,31,0% (0/0),0% (0/0),0% (0/0),371117,http://farm4.staticflickr.com/3159/3115168962_3679a502b2_z.jpg,NoChair,230268,http://farm1.staticflickr.com/207/520729900_451141a885_z.jpg,Chair,454601,http://farm5.staticflickr.com/4027/4260750895_914ef779c5_z.jpg,NoChair,520871,http://farm3.staticflickr.com/2548/3711888643_b930d29ec8_z.jpg,NoChair,563885,http://farm3.staticflickr.com/2702/4397677248_171e988976_z.jpg,Chair,486168,http://farm9.staticflickr.com/8104/8590837062_a8812389be_z.jpg,NoChair,518510,http://farm4.staticflickr.com/3453/3359133322_6850036aba_z.jpg,Chair,293858,http://farm3.staticflickr.com/2421/3969350296_2a59437bc3_z.jpg,Chair,468896,http://farm3.staticflickr.com/2516/4093346631_c6fe8924a4_z.jpg,NoChair,555514,http://farm7.staticflickr.com/6220/6300984949_366c404c33_z.jpg,NoChair,,,2021-01-12T18:49:57.489Z,2021-01-12T18:50:02.406Z,2021-01-12T18:49:54.071Z,2021-01-12T18:50:03.925Z,2021-01-12T18:49:49.879Z,2021-01-12T18:50:05.110Z,2021-01-12T18:50:00.377Z,2021-01-12T18:49:56.030Z,2021-01-12T18:49:59.278Z,2021-01-12T18:50:06.538Z,2021-01-12T18:49:38.172Z,2021-01-12T18:49:44.966Z,Win32,en-US,Tue Jan 12 2021 13:49:38 GMT-0500 (Eastern Standard Time),2021-01-12T18:50:06.538Z,NoChair,Chair,Chair,Chair,Chair,NoChair,Chair,Chair,NoChair,NoChair,1,1,0,0,1,1,1,1,1,1,8
3VJ4PFXFJ371O9JA2W8VAVHPKI9UAC,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,3R9WASFE2ZGGSJSM91YWT83II67FZX,A2WVCXVSE0YGML,Submitted,2021-01-12T18:49:23+00:00,2021-01-12T18:51:13+00:00,2021-01-19T18:51:13+00:00,,,,110,0% (0/0),0% (0/0),0% (0/0),479292,http://farm3.staticflickr.com/2818/8873202063_f94f60ac7e_z.jpg,NoChair,10591,http://farm3.staticflickr.com/2691/4112985582_4fb87f4bc4_z.jpg,Chair,8749,http://farm5.staticflickr.com/4049/4369640614_a0c6061183_z.jpg,NoChair,63918,http://farm4.staticflickr.com/3400/3495980712_5003be1d3f_z.jpg,Chair,170689,http://farm3.staticflickr.com/2269/2148112058_203d25d9f3_z.jpg,Chair,85556,http://farm3.staticflickr.com/2471/3819821201_c9cd810214_z.jpg,Chair,197897,http://farm4.staticflickr.com/3111/3376528292_56b7fde4b1_z.jpg,Chair,197663,http://farm4.staticflickr.com/3561/3584861134_565856b0e7_z.jpg,Chair,178526,http://farm8.staticflickr.com/7145/6675422913_fac5534131_z.jpg,Chair,469914,http://farm4.staticflickr.com/3115/3136645872_6f031cf3ef_z.jpg,Chair,,,2021-01-12T18:50:21.665Z,2021-01-12T18:50:41.380Z,2021-01-12T18:50:00.417Z,2021-01-12T18:51:01.265Z,2021-01-12T18:50:25.168Z,2021-01-12T18:50:11.055Z,2021-01-12T18:50:48.473Z,2021-01-12T18:51:12.703Z,2021-01-12T18:50:16.764Z,2021-01-12T18:50:52.319Z,2021-01-12T18:49:28.018Z,2021-01-12T18:49:49.386Z,MacIntel,en-us,Tue Jan 12 2021 11:49:28 GMT-0700 (MST),2021-01-12T18:51:12.703Z,NoChair,NoChair,NoChair,NoChair,Chair,Chair,Chair,Chair,Chair,Chair,1,0,1,0,1,1,1,1,1,1,8
3LOJFQ4BOXFLJKHASSVVU9GX3U8KD7,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,3TESA3PJ31AMZMLKGZCFGWRI031MMU,A2JQPSIVUCW92T,Submitted,2021-01-12T18:52:19+00:00,2021-01-12T18:54:00+00:00,2021-01-19T18:54:00+00:00,,,,101,0% (0/0),0% (0/0),0% (0/0),357604,http://farm1.staticflickr.com/45/141509725_7710bf4cd3_z.jpg,Chair,569188,http://farm3.staticflickr.com/2393/2168539444_2a84e85e95_z.jpg,NoChair,246528,http://farm3.staticflickr.com/2583/3996037486_fbafc49d31_z.jpg,Chair,55135,http://farm1.staticflickr.com/215/468918555_b468e61135_z.jpg,Chair,537924,http://farm9.staticflickr.com/8459/7893491746_7bf3ae4af7_z.jpg,Chair,467333,http://farm4.staticflickr.com/3213/3118577317_15cb4db13e_z.jpg,NoChair,552028,http://farm7.staticflickr.com/6155/6202360983_bccbc88d6d_z.jpg,NoChair,549297,http://farm4.staticflickr.com/3559/3786242096_c7e7887d0a_z.jpg,Chair,158846,http://farm6.staticflickr.com/5466/9639031249_b29511f92a_z.jpg,Chair,327532,http://farm4.staticflickr.com/3576/3477688142_85447efd06_z.jpg,Chair,,,2021-01-12T18:50:29.674Z,2021-01-12T18:50:15.639Z,2021-01-12T18:50:20.278Z,2021-01-12T18:50:26.713Z,2021-01-12T18:50:13.255Z,2021-01-12T18:50:24.776Z,2021-01-12T18:50:18.872Z,2021-01-12T18:50:17.552Z,2021-01-12T18:50:14.347Z,2021-01-12T18:50:22.635Z,2021-01-12T18:49:54.676Z,2021-01-12T18:50:09.883Z,Win32,en-US,Tue Jan 12 2021 13:49:54 GMT-0500 (Eastern Standard Time),2021-01-12T18:50:29.674Z,Chair,NoChair,Chair,Chair,Chair,Chair,NoChair,Chair,Chair,Chair,1,1,1,1,1,0,1,1,1,1,9
3D42WVSDH8VD19KNNDRCRHYTDMXFY8,3EH7TAS741BS1N5MDHHBVGX4UIIIXE,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.16,2021-01-12T18:49:08+00:00,1,BatchId:4301254;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T18:49:08+00:00,,,3SKRO2GZ71RUD9ZS21G1HRBBDND1KY,A3CF8ULBSE8MTL,Submitted,2021-01-12T19:03:37+00:00,2021-01-12T19:04:56+00:00,2021-01-19T19:04:56+00:00,,,,79,0% (0/0),0% (0/0),0% (0/0),140365,http://farm1.staticflickr.com/111/294940529_ad1501fc1a_z.jpg,NoChair,258311,http://farm9.staticflickr.com/8126/8687827938_c26eb7e685_z.jpg,NoChair,473541,http://farm9.staticflickr.com/8390/8559740891_185d410720_z.jpg,Chair,55467,http://farm1.staticflickr.com/170/365154183_2bae9c9195_z.jpg,Chair,136915,http://farm4.staticflickr.com/3467/3402056386_bac84cf09b_z.jpg,Chair,32757,http://farm3.staticflickr.com/2704/4453517195_fa7ce5a637_z.jpg,NoChair,569052,http://farm5.staticflickr.com/4095/4814544084_8972837180_z.jpg,NoChair,485483,http://farm9.staticflickr.com/8380/8457908011_636f906dec_z.jpg,Chair,456936,http://farm4.staticflickr.com/3508/3221009422_af295ec96b_z.jpg,Chair,364590,http://farm4.staticflickr.com/3170/2681172753_c19fb3015f_z.jpg,NoChair,,,2021-01-12T19:04:43.160Z,2021-01-12T19:04:40.911Z,2021-01-12T19:04:49.736Z,2021-01-12T19:04:44.312Z,2021-01-12T19:04:51.552Z,2021-01-12T19:04:56.391Z,2021-01-12T19:04:48.207Z,2021-01-12T19:04:45.487Z,2021-01-12T19:04:46.919Z,2021-01-12T19:04:55.232Z,2021-01-12T19:04:21.785Z,2021-01-12T19:04:28.919Z,Win32,en-US,Tue Jan 12 2021 14:04:21 GMT-0500 (Eastern Standard Time),2021-01-12T19:04:56.391Z,NoChair,NoChair,Chair,Chair,NoChair,NoChair,NoChair,Chair,Chair,Chair,1,1,1,1,0,1,1,1,1,0,8
