HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id_0,Input.url_0,Input.label_0,Input.id_1,Input.url_1,Input.label_1,Input.id_2,Input.url_2,Input.label_2,Input.id_3,Input.url_3,Input.label_3,Input.id_4,Input.url_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,load-time,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
367O8HRHKG8677BP4Q34IRD17BES45,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,323Q6SJS8IGU1YSS3FSPT1ZDMGYHFH,A002160837SWJFPIAI7L7,Submitted,2021-01-12T16:02:07+00:00,2021-01-12T16:02:25+00:00,2021-01-19T16:02:25+00:00,,,,18,0% (0/0),0% (0/0),0% (0/0),39726,http://farm8.staticflickr.com/7336/9655032362_e6455ec5fc_z.jpg,Chair,451818,http://farm1.staticflickr.com/36/80314357_06beb0ae32_z.jpg,Chair,455081,http://farm6.staticflickr.com/5069/5604259659_4cf7ced47a_z.jpg,Chair,294107,http://farm4.staticflickr.com/3047/2722163895_c329e62b76_z.jpg,NoChair,110857,http://farm3.staticflickr.com/2510/3985323426_e53cd95734_z.jpg,Chair,,,2021-01-12T16:02:17.077Z,2021-01-12T16:02:24.150Z,2021-01-12T16:02:16.251Z,2021-01-12T16:02:12.844Z,2021-01-12T16:02:15.224Z,2021-01-12T16:02:06.676Z,2021-01-12T16:02:11.338Z,Win32,en-US,Tue Jan 12 2021 11:02:06 GMT-0500 (Eastern Standard Time),2021-01-12T16:02:24.150Z,NoChair,NoChair,NoChair,NoChair,Chair,0,0,0,1,1,2
359AP8GAGGKNJD4C92BB6YTTCAJC7G,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,3QUO65DNQUOTCXB52HIEZAXH8PROUB,A1A54WJYUD4ZMK,Submitted,2021-01-12T16:04:12+00:00,2021-01-12T16:05:44+00:00,2021-01-19T16:05:44+00:00,,,,92,0% (0/0),0% (0/0),0% (0/0),512982,http://farm8.staticflickr.com/7144/6428689787_13de1b9a91_z.jpg,NoChair,196754,http://farm4.staticflickr.com/3245/2612355525_fe47109fe5_z.jpg,Chair,326073,http://farm3.staticflickr.com/2524/4090828789_1e8191bc4b_z.jpg,NoChair,91839,http://farm8.staticflickr.com/7291/8743850462_20ac91027b_z.jpg,Chair,391297,http://farm9.staticflickr.com/8506/8573125349_1f8a5e6e05_z.jpg,NoChair,,,2021-01-12T16:05:31.356Z,2021-01-12T16:05:44.059Z,2021-01-12T16:05:22.960Z,2021-01-12T16:05:34.983Z,2021-01-12T16:05:38.881Z,2021-01-12T16:05:02.591Z,2021-01-12T16:05:18.008Z,Win32,en-US,Tue Jan 12 2021 10:05:02 GMT-0600 (Central Standard Time),2021-01-12T16:05:44.059Z,NoChair,Chair,Chair,Chair,Chair,1,1,0,1,0,3
33TGB4G0LPHYK9CED1AZP76L2PXXTE,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,3YDGXNSEOZURA7UAGU20PK9NU7Z845,A2WS07SCLNP1GV,Submitted,2021-01-12T15:58:19+00:00,2021-01-12T15:59:05+00:00,2021-01-19T15:59:05+00:00,,,,46,0% (0/0),0% (0/0),0% (0/0),496009,http://farm8.staticflickr.com/7103/6972662922_bf5e67fc32_z.jpg,NoChair,447170,http://farm9.staticflickr.com/8216/8311726625_03777dcb2e_z.jpg,NoChair,219458,http://farm5.staticflickr.com/4050/5168645188_cd5e28ccd2_z.jpg,Chair,269726,http://farm1.staticflickr.com/14/21708048_21d561c523_z.jpg,NoChair,377019,http://farm3.staticflickr.com/2377/2201282344_513146e097_z.jpg,Chair,,,2021-01-12T15:58:57.171Z,2021-01-12T15:59:06.709Z,2021-01-12T15:59:05.363Z,2021-01-12T15:59:01.210Z,2021-01-12T15:58:52.516Z,2021-01-12T15:58:29.168Z,2021-01-12T15:58:39.568Z,Win32,en-US,Tue Jan 12 2021 10:58:29 GMT-0500 (Eastern Standard Time),2021-01-12T15:59:06.709Z,NoChair,NoChair,Chair,NoChair,Chair,1,1,1,1,1,5
3Y40HMYLL1IDKMR3D609U3SNL34XU5,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,351SEKWQS0HJVSF736DCX64ORPHMDK,A002160837SWJFPIAI7L7,Submitted,2021-01-12T16:02:26+00:00,2021-01-12T16:02:36+00:00,2021-01-19T16:02:36+00:00,,,,10,0% (0/0),0% (0/0),0% (0/0),207234,http://farm4.staticflickr.com/3688/9153980289_fda2d75fc1_z.jpg,NoChair,343881,http://farm9.staticflickr.com/8334/8115006863_a57470a319_z.jpg,NoChair,13576,http://farm3.staticflickr.com/2824/9011731713_ded0cfcb35_z.jpg,Chair,254420,http://farm1.staticflickr.com/207/492541131_12bcf1b35a_z.jpg,NoChair,364797,http://farm9.staticflickr.com/8066/8199534202_47c46870ab_z.jpg,NoChair,,,2021-01-12T16:02:28.605Z,2021-01-12T16:02:31.525Z,2021-01-12T16:02:29.773Z,2021-01-12T16:02:35.183Z,2021-01-12T16:02:33.298Z,2021-01-12T16:02:25.688Z,2021-01-12T16:02:27.467Z,Win32,en-US,Tue Jan 12 2021 11:02:25 GMT-0500 (Eastern Standard Time),2021-01-12T16:02:35.183Z,NoChair,NoChair,Chair,NoChair,NoChair,1,1,1,1,1,5
36QZ6V1589D5O554JWUMVVBV6O2USU,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,34S6N1K2ZVJG1Q2OPQVNOE4XJCLLHR,A9JPMRRBFO4NL,Submitted,2021-01-12T16:05:55+00:00,2021-01-12T16:07:13+00:00,2021-01-19T16:07:13+00:00,,,,78,0% (0/0),0% (0/0),0% (0/0),185051,http://farm6.staticflickr.com/5521/9260216612_d9c5c1244f_z.jpg,Chair,578523,http://farm3.staticflickr.com/2044/2136694312_6c159a8836_z.jpg,Chair,490087,http://farm4.staticflickr.com/3822/9344887647_6fec324704_z.jpg,NoChair,259572,http://farm1.staticflickr.com/8/8919538_d81f5e3437_z.jpg,NoChair,222702,http://farm5.staticflickr.com/4020/4503347340_d82409e8bb_z.jpg,Chair,,,2021-01-12T16:06:21.984Z,2021-01-12T16:07:13.553Z,2021-01-12T16:07:00.742Z,2021-01-12T16:06:15.027Z,2021-01-12T16:06:27.669Z,2021-01-12T16:05:56.833Z,2021-01-12T16:06:08.614Z,Win32,en-US,Tue Jan 12 2021 10:05:56 GMT-0600 (Central Standard Time),2021-01-12T16:07:13.553Z,NoChair,Chair,NoChair,NoChair,Chair,0,1,1,1,1,4
3ZLW647WALVSKCBNAXJFH48RVHK23S,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,3QILPRALQ5VDWF4GYZHWOTFNLOU8N0,A2DYXKOHDDY9EG,Submitted,2021-01-12T15:58:58+00:00,2021-01-12T16:00:01+00:00,2021-01-19T16:00:01+00:00,,,,63,0% (0/0),0% (0/0),0% (0/0),399382,http://farm4.staticflickr.com/3129/2740064613_e305265cab_z.jpg,NoChair,549649,http://farm4.staticflickr.com/3269/2979860425_beb5b9618e_z.jpg,Chair,447993,http://farm3.staticflickr.com/2641/4215949904_35db309c2e_z.jpg,NoChair,428867,http://farm1.staticflickr.com/138/327208768_24ddef1efd_z.jpg,Chair,355182,http://farm3.staticflickr.com/2856/10027432103_29dbd96a02_z.jpg,NoChair,,,2021-01-12T15:59:15.085Z,2021-01-12T16:00:00.621Z,2021-01-12T15:59:51.717Z,2021-01-12T15:59:09.762Z,2021-01-12T15:59:22.745Z,2021-01-12T15:59:00.385Z,2021-01-12T15:59:04.497Z,Win32,en-US,Tue Jan 12 2021 10:59:00 GMT-0500 (Eastern Standard Time),2021-01-12T16:00:00.621Z,NoChair,NoChair,Chair,Chair,NoChair,1,0,0,1,1,3
3MXX6RQ9EV59UFVXC9ZANM8QKR84P2,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,3F6KKYWMNB1PDA07F7SCALTOWFRDNB,A1XOHSE8GG1FD2,Submitted,2021-01-12T16:01:53+00:00,2021-01-12T16:02:41+00:00,2021-01-19T16:02:41+00:00,,,,48,0% (0/0),0% (0/0),0% (0/0),227724,http://farm8.staticflickr.com/7237/7184690848_8d1a29ccf4_z.jpg,NoChair,201184,http://farm7.staticflickr.com/6064/6065721705_8511ef4624_z.jpg,NoChair,11742,http://farm8.staticflickr.com/7101/7236071208_b78510867a_z.jpg,NoChair,238065,http://farm4.staticflickr.com/3551/3321013357_7ca1acfbba_z.jpg,Chair,393068,http://farm4.staticflickr.com/3153/2292791866_1c0ba370eb_z.jpg,NoChair,,,2021-01-12T16:02:21.861Z,2021-01-12T16:02:29.770Z,2021-01-12T16:02:14.653Z,2021-01-12T16:02:33.676Z,2021-01-12T16:02:40.824Z,2021-01-12T16:01:55.084Z,2021-01-12T16:02:02.247Z,MacIntel,en-US,Tue Jan 12 2021 10:01:55 GMT-0600 (Central Standard Time),2021-01-12T16:02:40.824Z,NoChair,Chair,NoChair,Chair,NoChair,1,0,1,1,1,4
3ODOP6T3ASKD28URABOYR90X9HG24D,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,3907X2AHF052DLE4YXLNIR7FZ32P29,A16SEKJCIC6HUS,Submitted,2021-01-12T15:56:49+00:00,2021-01-12T15:57:49+00:00,2021-01-19T15:57:49+00:00,,,,60,0% (0/0),0% (0/0),0% (0/0),302030,http://farm8.staticflickr.com/7105/6911466610_534bb11322_z.jpg,Chair,247545,http://farm4.staticflickr.com/3489/3224278859_18cd76af5c_z.jpg,Chair,111943,http://farm6.staticflickr.com/5328/9321435860_b16fe98879_z.jpg,Chair,340145,http://farm4.staticflickr.com/3315/4579361887_ed9c778b3c_z.jpg,Chair,473765,http://farm3.staticflickr.com/2783/4198087453_ac096f5d3f_z.jpg,NoChair,,,2021-01-12T15:57:36.400Z,2021-01-12T15:57:24.017Z,2021-01-12T15:57:45.601Z,2021-01-12T15:57:41.328Z,2021-01-12T15:57:29.232Z,2021-01-12T15:57:03.254Z,2021-01-12T15:57:16.937Z,Win32,en-US,Tue Jan 12 2021 10:57:03 GMT-0500 (Eastern Standard Time),2021-01-12T15:57:45.601Z,Chair,NoChair,Chair,Chair,NoChair,1,0,1,1,1,4
31KPKEKW4ADQRXCMA3U7GZDOMBD0BX,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,358010RM5ETGJLEX8YFFE9QTY04VXB,A2DYXKOHDDY9EG,Submitted,2021-01-12T15:58:26+00:00,2021-01-12T15:58:58+00:00,2021-01-19T15:58:58+00:00,,,,32,0% (0/0),0% (0/0),0% (0/0),406792,http://farm5.staticflickr.com/4100/4884062442_e903d87cd4_z.jpg,Chair,46155,http://farm8.staticflickr.com/7138/7519439720_c99eed2bea_z.jpg,Chair,457037,http://farm2.staticflickr.com/1379/1260382305_2869588d83_z.jpg,Chair,298547,http://farm7.staticflickr.com/6204/6092909380_8006fe596f_z.jpg,Chair,233485,http://farm6.staticflickr.com/5287/5339938035_e2daf9c71f_z.jpg,NoChair,,,2021-01-12T15:58:53.489Z,2021-01-12T15:58:37.025Z,2021-01-12T15:58:57.688Z,2021-01-12T15:58:48.767Z,2021-01-12T15:58:43.442Z,2021-01-12T15:58:26.798Z,2021-01-12T15:58:30.479Z,Win32,en-US,Tue Jan 12 2021 10:58:26 GMT-0500 (Eastern Standard Time),2021-01-12T15:58:57.688Z,Chair,Chair,Chair,Chair,NoChair,1,1,1,1,1,5
3YD0MU1NC21ZQY7EPOFK0335C7YA7C,3TLBHISGTOL6I2JNWXXGPLITY7PABT,Decide if these images contain a chair,You see an image. Your task is to decide if there is a chair in this image.,"image, classification",$0.10,2021-01-12T15:55:29+00:00,1,BatchId:4301018;OriginalHitTemplateId:928390875;,120,604800,2021-01-19T15:55:29+00:00,,,3YJ6NA41JBG2JHCC5IRFH8TW1EPJPR,A002160837SWJFPIAI7L7,Submitted,2021-01-12T16:01:48+00:00,2021-01-12T16:02:04+00:00,2021-01-19T16:02:04+00:00,,,,16,0% (0/0),0% (0/0),0% (0/0),505876,http://farm2.staticflickr.com/1149/4721318426_82bddd9397_z.jpg,NoChair,6357,http://farm9.staticflickr.com/8044/8104497586_72fe7d2c0d_z.jpg,NoChair,56007,http://farm3.staticflickr.com/2690/4017255578_8d2290704d_z.jpg,Chair,568137,http://farm5.staticflickr.com/4045/4549052421_db45d9886b_z.jpg,NoChair,239157,http://farm3.staticflickr.com/2385/2049661396_bf06451744_z.jpg,NoChair,,,2021-01-12T16:02:01.852Z,2021-01-12T16:02:03.320Z,2021-01-12T16:01:57.769Z,2021-01-12T16:01:59.597Z,2021-01-12T16:02:00.950Z,2021-01-12T16:01:47.550Z,2021-01-12T16:01:53.440Z,Win32,en-US,Tue Jan 12 2021 11:01:47 GMT-0500 (Eastern Standard Time),2021-01-12T16:02:03.320Z,NoChair,NoChair,Chair,NoChair,NoChair,1,1,1,1,1,5
