HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.id_0,Input.url_0,Input.label_0,Input.id_1,Input.url_1,Input.label_1,Input.id_2,Input.url_2,Input.label_2,Input.id_3,Input.url_3,Input.label_3,Input.id_4,Input.url_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,load-time,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
30EV7DWJTVVHIGRCMKO8XBLGKP16Y7,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:28+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:28+00:00,,,3JRJSWSMQHLN1CLXTJJH7PD3RLQ3EP,AXKCFKFPFLZYM,Submitted,2021-01-15T14:33:29+00:00,2021-01-15T14:34:56+00:00,2021-01-22T14:34:56+00:00,,,,87,0% (0/0),0% (0/0),0% (0/0),9800,http://farm3.staticflickr.com/2720/4536775960_6393226253_z.jpg,Handbag,143713,http://farm4.staticflickr.com/3034/2994985669_36e7055d8e_z.jpg,None,504932,http://farm6.staticflickr.com/5303/5865231680_a6d5d6da8b_z.jpg,Cutlery,112065,http://farm2.staticflickr.com/1339/663657049_3a66747e64_z.jpg,Bottle,532967,http://farm5.staticflickr.com/4013/4241807558_a308b58a8c_z.jpg,None,,,2021-01-15T14:34:55.489Z,2021-01-15T14:34:25.009Z,2021-01-15T14:34:46.162Z,2021-01-15T14:34:33.570Z,2021-01-15T14:34:40.799Z,2021-01-15T14:33:31.591Z,2021-01-15T14:34:17.230Z,Win32,en-US,Fri Jan 15 2021 09:33:31 GMT-0500 (Eastern Standard Time),2021-01-15T14:34:55.489Z,None,None,Cutlery,None,None,0,1,1,0,1,3
31HLTCK4BLV2BFLDTMAA23UBWM2GVA,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:27+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:27+00:00,,,3JNQLM5FT4MCM0Z665SG1AYVU4QL2I,A184YG0IZG4ODY,Submitted,2021-01-15T14:27:18+00:00,2021-01-15T14:28:41+00:00,2021-01-22T14:28:41+00:00,,,,83,0% (0/0),0% (0/0),0% (0/0),116825,http://farm2.staticflickr.com/1051/593301534_ed53411bdb_z.jpg,Cutlery,529829,http://farm4.staticflickr.com/3146/2624059356_ddb137b0a8_z.jpg,Clock,546655,http://farm8.staticflickr.com/7329/9224932514_f5240db51d_z.jpg,Clock,25325,http://farm6.staticflickr.com/5132/5392333477_2708535a96_z.jpg,None,468417,http://farm4.staticflickr.com/3091/2484212301_92e237ba45_z.jpg,Bottle,,,2021-01-15T14:28:22.510Z,2021-01-15T14:28:33.690Z,2021-01-15T14:28:25.154Z,2021-01-15T14:28:29.170Z,2021-01-15T14:28:16.847Z,2021-01-15T14:27:26.990Z,2021-01-15T14:28:06.703Z,Win32,en-GB,Fri Jan 15 2021 06:27:26 GMT-0800 (Pacific Standard Time),2021-01-15T14:28:33.690Z,None,None,Clock,Cutlery,None,0,0,1,0,0,1
32ZCLEW0BZKZXXEIFGMETOX92QIJPW,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:28+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:28+00:00,,,39JEC7537U1SGN32H2JS0W5JXT5VCK,A14OPFM8OFA4WF,Submitted,2021-01-15T14:27:19+00:00,2021-01-15T14:27:49+00:00,2021-01-22T14:27:49+00:00,,,,30,0% (0/0),0% (0/0),0% (0/0),472046,http://farm9.staticflickr.com/8316/7983019213_4cfe7eebde_z.jpg,None,196928,http://farm9.staticflickr.com/8298/7884927776_69f3c19504_z.jpg,Cutlery,520787,http://farm5.staticflickr.com/4005/4509804024_959e17ca73_z.jpg,Cutlery,510275,http://farm9.staticflickr.com/8281/7752479634_75b5432322_z.jpg,Bottle,544086,http://farm8.staticflickr.com/7167/6834915335_d6d5dcc96c_z.jpg,Cutlery,,,2021-01-15T14:27:46.502Z,2021-01-15T14:27:40.998Z,2021-01-15T14:27:31.447Z,2021-01-15T14:27:49.038Z,2021-01-15T14:27:35.086Z,2021-01-15T14:27:21.307Z,2021-01-15T14:27:27.063Z,Win32,en-US,Fri Jan 15 2021 09:27:21 GMT-0500 (Eastern Standard Time),2021-01-15T14:27:49.038Z,None,None,None,Bottle,None,1,0,0,1,0,2
34R0BODSP1ZNT7A7H029Y2F06ILE5K,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:28+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:28+00:00,,,3RXCAC0YIRP7MNNUBV41Y96QKNW8G2,A14OPFM8OFA4WF,Submitted,2021-01-15T14:26:43+00:00,2021-01-15T14:27:19+00:00,2021-01-22T14:27:19+00:00,,,,36,0% (0/0),0% (0/0),0% (0/0),462847,http://farm3.staticflickr.com/2637/3787583802_4354d41f73_z.jpg,Bottle,234624,http://farm8.staticflickr.com/7028/6549257013_0a2257d80c_z.jpg,Handbag,383888,http://farm3.staticflickr.com/2485/3913496399_22e100516a_z.jpg,None,572252,http://farm3.staticflickr.com/2793/4025222449_200b9ac5df_z.jpg,Clock,263274,http://farm6.staticflickr.com/5207/5310160535_5442070993_z.jpg,Clock,,,2021-01-15T14:26:57.672Z,2021-01-15T14:27:09.727Z,2021-01-15T14:27:13.863Z,2021-01-15T14:27:18.079Z,2021-01-15T14:27:03.463Z,2021-01-15T14:26:45.035Z,2021-01-15T14:26:49.128Z,Win32,en-US,Fri Jan 15 2021 09:26:45 GMT-0500 (Eastern Standard Time),2021-01-15T14:27:18.079Z,Bottle,None,None,Clock,Clock,1,0,1,1,1,4
3566S7OX5DJ3WAUET5MRP2A28FC719,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:29+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:29+00:00,,,3MX2NQ3YC9UZLRZI27X2ABWULNR5XP,AJ7JFYKBG85ZV,Submitted,2021-01-15T14:26:11+00:00,2021-01-15T14:27:22+00:00,2021-01-22T14:27:22+00:00,,,,71,0% (0/0),0% (0/0),0% (0/0),338521,http://farm9.staticflickr.com/8048/8134248301_034edcfd71_z.jpg,Clock,192576,http://farm4.staticflickr.com/3211/2888177610_a5ea1ec0d6_z.jpg,Handbag,48396,http://farm9.staticflickr.com/8111/8655578199_071e3e3c80_z.jpg,Cutlery,331507,http://farm4.staticflickr.com/3704/9690474607_c8eda6b3c9_z.jpg,None,76005,http://farm2.staticflickr.com/1088/1467088282_195ef60a98_z.jpg,Handbag,,,2021-01-15T14:27:21.737Z,2021-01-15T14:27:13.035Z,2021-01-15T14:27:16.908Z,2021-01-15T14:27:10.350Z,2021-01-15T14:27:19.397Z,2021-01-15T14:27:03.877Z,2021-01-15T14:27:07.041Z,Win32,en-US,Fri Jan 15 2021 09:27:03 GMT-0500 (Eastern Standard Time),2021-01-15T14:27:21.737Z,None,Handbag,Cutlery,None,None,0,1,1,1,0,3
359AP8GAGGKNJD4C92BB6YTTCC3C74,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:29+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:29+00:00,,,3RKNTXVS3MY5TVNPDSMELBFIK6O4AG,A16D58XMMILYIC,Submitted,2021-01-15T14:30:48+00:00,2021-01-15T14:31:44+00:00,2021-01-22T14:31:44+00:00,,,,56,0% (0/0),0% (0/0),0% (0/0),221881,http://farm4.staticflickr.com/3631/3491008221_8b2b760bd5_z.jpg,Handbag,262673,http://farm5.staticflickr.com/4112/5056609559_a0173bbd8b_z.jpg,None,174623,http://farm9.staticflickr.com/8385/8579390800_c35e7fca56_z.jpg,None,342963,http://farm2.staticflickr.com/1315/1287354927_4f8a3e11e7_z.jpg,Bottle,480831,http://farm5.staticflickr.com/4037/4532931964_c1dc10197d_z.jpg,Bottle,,,2021-01-15T14:31:34.987Z,2021-01-15T14:31:22.508Z,2021-01-15T14:31:05.648Z,2021-01-15T14:31:13.102Z,2021-01-15T14:31:41.478Z,2021-01-15T14:30:46.541Z,2021-01-15T14:30:53.055Z,Win32,en-US,Fri Jan 15 2021 09:30:46 GMT-0500 (Eastern Standard Time),2021-01-15T14:31:41.478Z,Handbag,None,Bottle,Bottle,Bottle,1,1,0,1,1,4
36KM3FWE3RC3PL9WXMIRBXRS3N6706,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:28+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:28+00:00,,,3PJ71Z61R42AWDG1Y4PCRIXV24W19L,AYXDE087J2KO,Submitted,2021-01-15T14:30:27+00:00,2021-01-15T14:31:29+00:00,2021-01-22T14:31:29+00:00,,,,62,0% (0/0),0% (0/0),0% (0/0),429433,http://farm3.staticflickr.com/2765/4532515344_5b76938ff4_z.jpg,Bottle,205093,http://farm1.staticflickr.com/71/202891370_4a7e9f71f4_z.jpg,Handbag,443065,http://farm3.staticflickr.com/2006/2206172705_09730386f5_z.jpg,None,362120,http://farm9.staticflickr.com/8251/8520743727_ffd9d84977_z.jpg,Clock,85581,http://farm9.staticflickr.com/8358/8383713376_8c5be38789_z.jpg,Handbag,,,2021-01-15T14:31:09.391Z,2021-01-15T14:31:25.200Z,2021-01-15T14:31:12.967Z,2021-01-15T14:31:17.537Z,2021-01-15T14:31:02.604Z,2021-01-15T14:30:35.071Z,2021-01-15T14:30:49.566Z,Win32,en-US,Fri Jan 15 2021 09:30:35 GMT-0500 (Eastern Standard Time),2021-01-15T14:31:25.200Z,Bottle,Handbag,Handbag,Clock,None,1,1,0,1,0,3
37VHPF5VYC3RJR9VJ73HKYPONW9C8R,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:29+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:29+00:00,,,3ZQIG0FLQEG1UL97YTJTCQCMP9NVWT,A1OJSFSGE31WQG,Submitted,2021-01-15T14:28:24+00:00,2021-01-15T14:28:55+00:00,2021-01-22T14:28:55+00:00,,,,31,0% (0/0),0% (0/0),0% (0/0),550359,http://farm3.staticflickr.com/2744/4429418838_288a8bc8f7_z.jpg,Bottle,261118,http://farm5.staticflickr.com/4067/4642418191_38340c3dfc_z.jpg,Clock,516417,http://farm6.staticflickr.com/5325/9702472471_71fa114af3_z.jpg,Handbag,530905,http://farm3.staticflickr.com/2136/4509257305_66be71558f_z.jpg,Bottle,161720,http://farm4.staticflickr.com/3165/2325011987_9a56f59360_z.jpg,Bottle,,,2021-01-15T14:28:54.653Z,2021-01-15T14:28:42.418Z,2021-01-15T14:28:49.167Z,2021-01-15T14:28:35.033Z,2021-01-15T14:28:46.486Z,2021-01-15T14:28:25.839Z,2021-01-15T14:28:29.945Z,MacIntel,en-us,Fri Jan 15 2021 06:28:25 GMT-0800 (PST),2021-01-15T14:28:54.653Z,None,None,None,None,None,0,0,0,0,0,0
38B7Q9C28G52HFJ4E8WSYUSPBGG96L,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:27+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:27+00:00,,,3P529IW9KYLWNUBIU07NLTSK38VLF2,AAXE7YXVSSM8E,Submitted,2021-01-15T14:27:47+00:00,2021-01-15T14:28:09+00:00,2021-01-22T14:28:09+00:00,,,,22,0% (0/0),0% (0/0),0% (0/0),308608,http://farm8.staticflickr.com/7313/8722919463_3f9022752e_z.jpg,Cutlery,262031,http://farm3.staticflickr.com/2520/5694958332_0f6a3897f7_z.jpg,None,476517,http://farm3.staticflickr.com/2788/4114287424_38cf70e9cc_z.jpg,None,158017,http://farm9.staticflickr.com/8107/8566785411_f33edc9841_z.jpg,Bottle,495980,http://farm8.staticflickr.com/7217/6859695802_f584e9ee97_z.jpg,Handbag,,,2021-01-15T14:28:05.747Z,2021-01-15T14:28:09.544Z,2021-01-15T14:27:52.819Z,2021-01-15T14:27:59.906Z,2021-01-15T14:28:02.681Z,2021-01-15T14:27:47.909Z,2021-01-15T14:27:50.289Z,MacIntel,en-US,Fri Jan 15 2021 09:27:47 GMT-0500 (Eastern Standard Time),2021-01-15T14:28:09.544Z,Cutlery,None,Handbag,Bottle,Handbag,1,1,0,1,1,4
38DCH97KHH2KX9FXFT13TTNJ7M4JQN,30MUBYSPBN2BB19BJAW09OVP775SKR,Classify images into one of five classes,You will see an image. Your task is to decide which of the following items are in the image. There is only one correct answer.,"image, classification",$0.13,2021-01-15T14:25:28+00:00,1,BatchId:4304364;OriginalHitTemplateId:928390875;,120,604800,2021-01-22T14:25:28+00:00,,,3KWTYT087034LXITOOUEZH17EEHL5J,AAXE7YXVSSM8E,Submitted,2021-01-15T14:27:25+00:00,2021-01-15T14:27:46+00:00,2021-01-22T14:27:46+00:00,,,,21,0% (0/0),0% (0/0),0% (0/0),403463,http://farm9.staticflickr.com/8203/8189685336_3460c5b6e2_z.jpg,Cutlery,311416,http://farm6.staticflickr.com/5140/5461174529_546a3e1bf3_z.jpg,Handbag,568677,http://farm4.staticflickr.com/3703/9032212749_6d0ce2a402_z.jpg,Cutlery,329150,http://farm8.staticflickr.com/7376/9630176227_c896fae750_z.jpg,Clock,305600,http://farm1.staticflickr.com/6/69426998_29d258cb78_z.jpg,Bottle,,,2021-01-15T14:27:32.800Z,2021-01-15T14:27:40.559Z,2021-01-15T14:27:46.334Z,2021-01-15T14:27:43.277Z,2021-01-15T14:27:35.643Z,2021-01-15T14:27:26.334Z,2021-01-15T14:27:29.046Z,MacIntel,en-US,Fri Jan 15 2021 09:27:26 GMT-0500 (Eastern Standard Time),2021-01-15T14:27:46.334Z,Cutlery,None,Cutlery,Clock,None,1,0,1,1,0,3
